[2026-05-22T09:17:50.191Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.198Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.198Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.198Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.247Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.249Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.249Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.261Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.261Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.267Z INFO  worker::batch_maker] Batch KH9fFmUrLi7diNVQ/3UVd7q4A+CFG4QF13Y2XcN8p9k= contains sample tx 10
[2026-05-22T09:17:50.267Z INFO  worker::batch_maker] Batch KH9fFmUrLi7diNVQ/3UVd7q4A+CFG4QF13Y2XcN8p9k= contains 500224 B
[2026-05-22T09:17:50.268Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.268Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.269Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.269Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.269Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.271Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.271Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.272Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.276Z INFO  worker::batch_maker] Batch foWjBAyA/Y+ABquzkN+lViP9sLGRmdVrKoQfW4lk1jY= contains sample tx 11
[2026-05-22T09:17:50.276Z INFO  worker::batch_maker] Batch foWjBAyA/Y+ABquzkN+lViP9sLGRmdVrKoQfW4lk1jY= contains 500224 B
[2026-05-22T09:17:50.277Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.315Z INFO  worker::batch_maker] Batch Ip2sUfS5p9CVrIAE03k6Pj/QrB75h+nhuC3d/kAZu3A= contains sample tx 12
[2026-05-22T09:17:50.315Z INFO  worker::batch_maker] Batch Ip2sUfS5p9CVrIAE03k6Pj/QrB75h+nhuC3d/kAZu3A= contains 500224 B
[2026-05-22T09:17:50.316Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.321Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.321Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.331Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.332Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.361Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.361Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.361Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.365Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.366Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.366Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.366Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.367Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.367Z WARN  network::reliable_sender] Failed to connect to 35.247.143.172:5049 (retry 1): Connection refused (os error 111)
[2026-05-22T09:17:50.373Z INFO  worker::batch_maker] Batch JyH7yTrN10l/jlkGhxuRjNoRtuQViUkP5l608I1ITfk= contains sample tx 13
[2026-05-22T09:17:50.373Z INFO  worker::batch_maker] Batch JyH7yTrN10l/jlkGhxuRjNoRtuQViUkP5l608I1ITfk= contains 500224 B
[2026-05-22T09:17:50.373Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.373Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.374Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.417Z INFO  worker::batch_maker] Batch JFQ+Y8UA2/IX8/oqXlzv8lQ07Q7y1W4IMM0SWT1OEUY= contains sample tx 14
[2026-05-22T09:17:50.417Z INFO  worker::batch_maker] Batch JFQ+Y8UA2/IX8/oqXlzv8lQ07Q7y1W4IMM0SWT1OEUY= contains 500224 B
[2026-05-22T09:17:50.417Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.417Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.418Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.457Z INFO  network::reliable_sender] Connection to 34.81.252.209:5014: sent 508052 bytes
[2026-05-22T09:17:50.464Z INFO  network::reliable_sender] Connection to 34.81.27.135:5039: sent 508052 bytes
[2026-05-22T09:17:50.469Z INFO  worker::batch_maker] Batch PVolbjZhoq+GTdOFgXoUrow2bvmGA3hVD8H5+sVpn1s= contains sample tx 15
[2026-05-22T09:17:50.469Z INFO  worker::batch_maker] Batch PVolbjZhoq+GTdOFgXoUrow2bvmGA3hVD8H5+sVpn1s= contains 500224 B
[2026-05-22T09:17:50.470Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.470Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.470Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.488Z INFO  network::receiver] Incoming connection established with 130.211.86.32:59820
[2026-05-22T09:17:50.517Z INFO  worker::batch_maker] Batch WhJGHwf558pBHZKpPOhgyPrZQIh5qvwCtQ+ryS10IUg= contains sample tx 16
[2026-05-22T09:17:50.517Z INFO  worker::batch_maker] Batch WhJGHwf558pBHZKpPOhgyPrZQIh5qvwCtQ+ryS10IUg= contains 500224 B
[2026-05-22T09:17:50.517Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.517Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.518Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.546Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.547Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.547Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.547Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.548Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.548Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.568Z INFO  worker::batch_maker] Batch zW2nlJhJDcGp6qOygoRfrsK8VVw4y0ZRmjGCbqLc4UM= contains sample tx 17
